loan_id,no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Not Graduate,self_employed_ Yes,loan_status
3473,4,5100000,12300000,20,410,9200000,9200000,18700000,5600000,False,False, Rejected
1496,5,2200000,7200000,10,532,2700000,300000,7500000,1600000,True,False, Rejected
908,5,3400000,13100000,20,527,900000,4500000,8600000,4000000,False,False, Rejected
1889,3,4200000,15400000,8,362,9900000,5300000,15500000,5600000,False,True, Rejected
140,0,200000,700000,8,501,500000,200000,700000,100000,False,False, Rejected
712,5,9200000,29200000,16,383,17700000,13300000,30400000,5700000,False,False, Rejected
1180,5,9900000,35700000,10,392,7900000,4300000,39200000,13000000,False,False, Rejected
3071,3,9700000,19700000,4,663,16700000,2200000,36200000,5200000,False,True, Approved
699,2,8100000,28500000,20,420,1500000,1400000,31800000,10000000,False,True, Rejected
628,5,7700000,18900000,16,552,15600000,6100000,23900000,6600000,True,True, Approved
3863,2,8600000,33300000,16,375,19600000,11200000,25500000,11200000,True,False, Rejected
551,2,3100000,10400000,10,420,6900000,5900000,10000000,3500000,True,False, Rejected
2542,3,8400000,29500000,20,661,14600000,3400000,28900000,10900000,True,True, Approved
3637,0,6600000,15200000,18,497,1500000,6900000,14500000,9300000,False,False, Rejected
1996,4,2900000,11200000,10,744,6600000,4000000,7300000,1600000,True,False, Approved
2276,3,8500000,24900000,18,749,9600000,1200000,31700000,10100000,True,True, Approved
1731,4,3800000,14000000,6,711,9500000,7300000,14500000,3100000,False,True, Approved
2526,5,3900000,8300000,18,600,3900000,600000,10400000,5600000,True,True, Approved
968,4,500000,1800000,20,777,900000,300000,1300000,200000,True,False, Approved
4186,4,3500000,9500000,2,655,9900000,6600000,9400000,3100000,True,False, Approved
3103,0,8500000,25300000,20,557,13000000,5100000,23900000,7100000,False,True, Approved
3973,2,9400000,30000000,16,565,1200000,3900000,28200000,9000000,False,True, Approved
615,1,6200000,19500000,12,845,9100000,2900000,15300000,4000000,False,False, Approved
4161,1,1600000,3300000,2,513,400000,1300000,4600000,2200000,False,False, Rejected
55,2,5100000,19700000,20,590,7400000,9300000,19400000,3400000,False,True, Approved
1720,1,8400000,24700000,8,519,12900000,16700000,17300000,6000000,False,False, Rejected
3520,5,7700000,24400000,8,453,1400000,7700000,22000000,10000000,False,True, Rejected
909,4,3500000,10200000,12,333,7600000,6400000,8100000,3400000,True,False, Rejected
4043,4,9300000,34900000,6,837,27400000,800000,21400000,8500000,False,False, Approved
3608,5,4300000,13800000,18,618,9600000,800000,14000000,2400000,False,True, Approved
2005,2,9900000,31600000,16,892,4200000,17500000,31400000,12700000,True,False, Approved
1156,0,3300000,10000000,16,434,3000000,4100000,12900000,4100000,True,True, Rejected
1100,1,6700000,18700000,8,583,9300000,4100000,17100000,6900000,False,False, Approved
845,2,6500000,20900000,14,327,8200000,100000,22800000,4700000,False,True, Rejected
1135,2,1600000,5200000,16,525,300000,2900000,5600000,1600000,True,False, Rejected
1263,2,2200000,7900000,6,659,3400000,1800000,8600000,2400000,False,True, Approved
1173,3,6500000,25200000,10,858,15400000,10900000,14000000,8100000,False,False, Approved
1038,3,7800000,27700000,6,430,2000000,8000000,26100000,5300000,False,True, Rejected
939,4,1400000,5100000,14,312,4000000,1000000,3200000,1400000,True,True, Rejected
1492,1,3900000,15100000,12,527,10600000,5100000,11100000,3800000,True,False, Rejected
3099,5,5300000,18200000,16,546,14600000,7900000,13400000,4000000,False,True, Rejected
767,3,6100000,24200000,12,672,300000,11100000,23500000,5000000,False,True, Approved
3876,5,1600000,6100000,8,663,3900000,800000,6400000,1200000,False,False, Approved
2916,1,8400000,21800000,2,492,4000000,11000000,18200000,6600000,False,False, Rejected
2696,5,2800000,11000000,12,753,3900000,4600000,10700000,2400000,False,False, Approved
329,0,1100000,3200000,20,716,1800000,1400000,3600000,1500000,False,False, Approved
1906,1,8700000,33900000,10,766,16300000,700000,19500000,9000000,False,True, Approved
862,1,7600000,24600000,12,810,1300000,10500000,30300000,5200000,True,False, Approved
3836,1,3400000,9900000,2,736,3900000,4800000,10600000,4500000,False,False, Approved
2197,5,2300000,4700000,18,592,1600000,3900000,6200000,2800000,True,True, Approved
2957,3,3600000,9800000,12,654,600000,1300000,7500000,2200000,True,False, Approved
696,5,1100000,2700000,4,889,1900000,1000000,2200000,500000,True,True, Approved
3517,1,6900000,22300000,16,673,17400000,100000,21300000,9000000,False,True, Approved
2571,4,6100000,12500000,14,862,11300000,1500000,21900000,6800000,True,True, Approved
1988,2,4300000,14500000,10,594,11400000,700000,14000000,5300000,True,False, Approved
2468,2,7200000,16800000,6,796,6600000,6100000,14400000,9800000,True,False, Approved
3165,4,2400000,8000000,18,393,-100000,200000,7600000,3000000,True,False, Rejected
545,0,5300000,10900000,18,707,12900000,2600000,12700000,7600000,True,False, Approved
809,3,5800000,12800000,20,335,4400000,3000000,15300000,8000000,True,False, Rejected
2238,5,9300000,22000000,4,822,20900000,10000000,24200000,12100000,True,False, Approved
2516,2,5700000,20500000,20,581,15200000,7800000,11400000,8500000,True,True, Approved
1807,1,6200000,16200000,4,888,-100000,12000000,24300000,4000000,False,True, Approved
1782,4,4100000,11600000,14,854,500000,6900000,12700000,5700000,False,True, Approved
2133,0,5900000,15200000,16,399,15200000,3200000,12200000,6500000,False,True, Rejected
1679,1,6400000,17900000,6,575,6600000,7600000,23100000,5300000,False,True, Approved
2387,0,5000000,17000000,6,624,6700000,6200000,15400000,5900000,True,True, Approved
3976,2,6100000,22300000,8,694,16200000,10900000,22900000,7200000,False,True, Approved
32,2,5700000,12000000,6,363,3600000,7400000,21700000,4300000,False,False, Rejected
334,5,1800000,7000000,18,466,2600000,2100000,6000000,1900000,True,False, Rejected
1562,4,3100000,8100000,12,730,6300000,4500000,9000000,4500000,False,True, Approved
250,1,1900000,5000000,6,560,1000000,1900000,6300000,1400000,True,True, Approved
2312,5,300000,700000,10,586,0,400000,1000000,100000,False,True, Approved
4117,5,3900000,12700000,8,886,3500000,5800000,14900000,5400000,False,True, Approved
4157,4,8900000,27100000,18,363,7800000,9600000,25400000,12700000,True,True, Rejected
1107,3,8200000,28900000,10,668,23800000,4500000,28700000,10900000,False,True, Approved
4239,0,2200000,7500000,2,333,3400000,600000,6200000,1500000,True,False, Approved
1420,2,9100000,21700000,12,549,25500000,11000000,34700000,12200000,False,False, Rejected
2582,4,7800000,25400000,18,425,3000000,14000000,30500000,7200000,False,False, Rejected
201,4,9800000,21200000,20,355,22000000,8900000,31800000,14400000,True,True, Rejected
1625,1,9500000,30500000,18,500,1300000,3300000,20500000,5500000,False,True, Rejected
2629,3,9900000,23600000,18,557,18300000,8600000,23000000,9100000,False,False, Approved
1503,2,4800000,13200000,20,310,11800000,4600000,12900000,4200000,False,True, Rejected
2924,0,8500000,20000000,16,786,13300000,7400000,17700000,8900000,False,True, Approved
110,2,3300000,6800000,14,317,3400000,300000,11700000,3600000,False,False, Rejected
2697,0,2400000,5200000,16,740,6300000,1000000,7500000,2900000,True,True, Approved
2064,5,2700000,8700000,20,687,2600000,1200000,9000000,1300000,True,True, Approved
190,1,7400000,19800000,18,458,12600000,6200000,27700000,4000000,True,False, Rejected
1064,0,800000,1700000,4,752,2300000,1100000,3200000,400000,False,True, Approved
2931,3,8700000,24800000,20,360,25300000,8700000,31100000,4300000,True,False, Rejected
2292,3,4100000,10600000,14,475,5400000,4300000,13900000,4500000,False,True, Rejected
4042,2,3000000,6500000,4,476,7900000,300000,9400000,1500000,False,False, Rejected
2498,2,1700000,4200000,14,829,200000,1600000,4600000,1600000,True,False, Approved
528,1,2100000,4900000,10,744,200000,2000000,5400000,1000000,True,True, Approved
1102,2,3900000,11600000,8,808,5800000,3100000,12900000,5000000,True,True, Approved
3544,3,3500000,13700000,4,439,5200000,2800000,13000000,4400000,True,False, Approved
4229,1,3200000,9300000,6,483,6700000,1900000,7800000,3600000,False,True, Rejected
2990,5,6500000,13800000,10,636,13000000,5500000,19400000,8100000,True,True, Approved
2084,1,2400000,8900000,8,835,2400000,1200000,5500000,1100000,False,False, Approved
3994,1,3200000,12000000,16,597,6800000,1900000,7700000,2200000,True,False, Approved
4061,3,5800000,20600000,20,434,8400000,2700000,22600000,7000000,True,False, Rejected
731,3,5800000,19600000,16,313,11100000,8100000,22700000,6300000,False,False, Rejected
156,5,5000000,11200000,8,701,9100000,500000,14000000,4600000,True,False, Approved
693,1,7200000,24700000,6,596,8800000,1400000,21700000,5800000,True,False, Approved
382,0,5300000,17900000,6,678,4700000,3900000,14400000,3600000,False,False, Approved
2295,3,7500000,25300000,12,767,13200000,10800000,19400000,9600000,False,True, Approved
2766,2,2700000,6700000,8,413,7600000,800000,9200000,2300000,True,False, Rejected
1368,0,2400000,5900000,10,650,5100000,3700000,5300000,2300000,False,True, Approved
2162,0,6400000,14200000,2,512,1600000,9200000,23100000,3500000,True,False, Rejected
678,1,6500000,23100000,20,741,11400000,8500000,25700000,7900000,False,False, Approved
232,2,9800000,32400000,2,543,24200000,17500000,25700000,7700000,False,False, Approved
1659,0,2000000,4900000,14,570,3800000,300000,6600000,1300000,False,True, Approved
1364,1,6800000,16900000,12,779,13800000,10200000,23400000,4400000,True,False, Approved
3450,1,7000000,16000000,4,554,13000000,8600000,26600000,7900000,False,True, Approved
1165,0,9600000,34000000,12,710,23800000,10300000,38100000,7800000,True,True, Approved
3307,5,300000,500000,8,396,400000,300000,1200000,200000,True,False, Rejected
336,4,5500000,20000000,14,593,15100000,2700000,19900000,4900000,True,True, Approved
1106,4,8000000,19200000,18,682,2500000,8900000,19000000,5300000,True,True, Approved
979,2,2400000,8800000,18,421,3200000,1500000,6700000,1400000,True,False, Rejected
1918,0,9300000,25000000,14,362,14900000,16100000,32300000,11000000,False,True, Rejected
3888,0,4200000,11000000,20,817,6700000,2400000,11700000,6100000,False,False, Approved
1401,3,600000,2400000,12,884,600000,800000,1400000,600000,True,True, Approved
957,0,9100000,22000000,12,387,25300000,15600000,31700000,7000000,True,True, Rejected
3077,2,1600000,3800000,12,532,3200000,1400000,5400000,1100000,False,True, Rejected
1972,4,400000,900000,18,339,700000,200000,800000,200000,True,False, Rejected
2041,1,5600000,21100000,10,459,9700000,1400000,13900000,8100000,True,True, Rejected
2530,1,400000,1400000,12,468,700000,0,1500000,400000,True,True, Rejected
1039,4,2700000,7000000,4,351,1100000,2300000,8300000,2700000,True,False, Rejected
3406,1,3400000,7000000,4,534,3100000,1600000,13000000,4000000,False,True, Rejected
1346,1,1200000,3400000,20,717,3100000,1500000,2500000,900000,False,False, Approved
2518,5,2100000,7100000,10,517,1200000,2900000,5400000,1400000,False,True, Rejected
15,1,1900000,7400000,6,469,1900000,1200000,5900000,1900000,True,False, Rejected
2053,2,9400000,23100000,4,488,20100000,3500000,28600000,10900000,False,False, Rejected
1848,4,4600000,16600000,16,805,4800000,8000000,11500000,2800000,False,False, Approved
1723,2,5700000,21300000,10,323,1600000,11200000,16200000,5100000,True,False, Rejected
3690,2,3700000,13400000,16,393,6400000,600000,14200000,3500000,False,False, Rejected
2971,5,6800000,24800000,8,621,13000000,13500000,23300000,4800000,True,False, Approved
904,1,8800000,17500000,20,832,1800000,3600000,24000000,7400000,True,False, Approved
2899,4,6000000,14900000,2,321,6900000,7700000,18000000,6500000,True,False, Rejected
673,1,500000,1900000,12,868,200000,500000,1800000,300000,True,True, Approved
2036,4,4500000,9900000,10,509,11100000,3100000,12200000,2700000,False,False, Rejected
1621,5,9500000,19200000,2,523,13500000,1500000,21000000,6700000,False,False, Rejected
1327,2,2100000,5000000,4,542,700000,600000,6600000,3100000,True,False, Rejected
1951,0,200000,700000,10,587,-100000,100000,500000,100000,False,True, Rejected
1700,3,7600000,26600000,4,689,5300000,600000,24300000,8600000,True,False, Approved
2743,5,5100000,15800000,4,607,6000000,7700000,12600000,7000000,True,False, Approved
1339,0,1400000,3200000,14,384,3100000,800000,3400000,2000000,False,False, Rejected
3947,1,3500000,10800000,14,632,6900000,1500000,10900000,4200000,False,True, Approved
924,2,3600000,8000000,12,566,10500000,3000000,8900000,2700000,True,False, Approved
3248,3,1000000,2500000,6,808,2900000,600000,2000000,500000,False,True, Approved
1301,5,2700000,6800000,6,461,4500000,2000000,8200000,1700000,True,True, Rejected
2962,3,5600000,19900000,16,551,14000000,4200000,16100000,4500000,True,False, Approved
653,4,8000000,29100000,4,421,3100000,12000000,27000000,8800000,False,False, Approved
3073,4,8000000,23200000,14,738,10900000,12100000,19900000,5400000,True,True, Approved
2099,1,4900000,15200000,10,429,5700000,7300000,14400000,3300000,False,True, Rejected
2527,3,4700000,13200000,12,440,4000000,3300000,16600000,4300000,False,True, Rejected
3509,1,9300000,28900000,6,526,11100000,1600000,19700000,11000000,True,False, Rejected
2917,3,500000,1700000,4,824,500000,600000,1400000,400000,True,True, Approved
1147,2,8000000,31200000,8,553,6800000,3500000,21000000,10300000,False,True, Approved
1302,2,6300000,23200000,12,556,7000000,8300000,24200000,5300000,False,True, Approved
459,0,7400000,20900000,6,635,15600000,14000000,21000000,7200000,False,False, Approved
3287,3,5300000,20300000,14,432,15000000,0,17200000,5900000,False,True, Rejected
224,4,4600000,11000000,2,491,9000000,4000000,16100000,3500000,False,True, Rejected
2013,1,3700000,12400000,12,330,3400000,1000000,10400000,2800000,False,True, Rejected
980,5,6600000,18800000,4,639,3200000,1100000,25100000,4300000,False,False, Approved
3941,4,9300000,26100000,16,623,11700000,10500000,21100000,10700000,False,False, Approved
304,3,4900000,12900000,18,877,1800000,7000000,17900000,3300000,True,False, Approved
1781,5,2400000,8200000,10,709,2100000,3700000,8800000,2800000,False,True, Approved
2431,3,5600000,13400000,6,865,14900000,9700000,12300000,6000000,False,False, Approved
24,0,500000,1400000,2,551,900000,600000,1100000,300000,True,True, Approved
1612,0,1800000,5700000,18,306,500000,700000,5600000,1700000,False,False, Rejected
3030,0,2000000,5200000,18,400,1900000,1500000,5000000,1500000,True,True, Rejected
3038,4,8700000,28200000,12,548,11800000,9900000,19800000,8500000,True,True, Rejected
1374,0,1767863,5667863,17,325,516068,716068,5567863,1571454,False,False, Rejected
1525,1,6013432,16332089,6,495,14100000,4905223,18181343,6150746,True,False, Rejected
656,2,5914038,18830243,12,336,10957452,7928942,22985095,6670623,False,False, Rejected
3220,4,3017337,7704024,8,412,2404024,3552012,11295975,1942723,True,False, Rejected
703,2,5841293,19321266,14,321,11048382,8038059,22803234,6434204,False,False, Rejected
1996,0,4564186,17212327,7,318,7343836,8232093,17335813,4208023,True,False, Rejected
1166,2,9295097,28258827,12,526,4662255,808330,33642646,7579910,False,True, Rejected
3885,0,2264158,5341039,14,461,1664158,3676880,8141039,1741039,False,False, Rejected
2487,1,4907048,18138767,8,382,13624669,392951,15529956,2461674,False,False, Rejected
2309,2,2366388,5799164,2,438,1055184,511203,7310368,2567223,False,False, Rejected
1424,3,4220428,9479571,2,414,10124717,7980643,10005361,2558070,False,False, Rejected
2268,4,9675576,30051152,11,431,19679376,17860311,21015264,6973270,False,False, Rejected
321,4,5853797,13838608,14,531,4042087,11098260,22213449,5319304,False,False, Rejected
2931,0,3718292,9318292,14,503,8300000,908536,8954878,1973171,False,False, Rejected
2211,0,4467887,14206322,4,405,4935273,5254741,10316306,3932112,False,False, Rejected
674,2,482911,1000000,17,488,800000,714556,882911,200000,False,False, Rejected
795,3,9800000,26436693,5,367,19197035,3728984,23828391,9567457,False,False, Rejected
3717,4,2807062,10914124,6,367,4943500,3271750,7663561,3000000,False,False, Rejected
1976,3,400000,944323,12,377,744323,244323,800000,200000,True,False, Rejected
2408,1,242838,657161,8,491,-100000,228516,542838,142838,False,False, Rejected
2967,2,7263972,18335974,10,387,16427997,9272002,18775964,8280031,False,False, Rejected
3219,2,8746442,27899318,12,344,22461695,4446101,26692543,7407456,False,False, Rejected
752,3,9400000,34682025,16,514,18648904,4624452,35370529,5248904,False,False, Rejected
3289,4,9158943,27520783,13,405,6990801,10376830,25076320,11826066,True,False, Rejected
3008,3,1100000,3185087,15,383,1457456,1000000,4085087,872369,False,False, Rejected
1819,4,8901522,20400000,6,466,4215220,11400000,28200000,10378690,False,False, Rejected
3024,3,1221204,4448481,7,490,951518,675759,4203036,1500000,False,False, Rejected
3626,0,3057418,10942581,16,345,8034451,4442581,6714836,2365548,True,True, Rejected
1833,5,7416813,17784069,6,408,7034511,8438937,22810620,4432744,False,False, Rejected
3090,2,3900000,9497958,8,481,4544315,7369095,8217493,5128863,False,True, Rejected
1790,5,7425628,17828142,7,413,7105028,8441876,22781238,4397485,False,False, Rejected
2968,3,2861745,8346308,12,363,4745637,2476509,7100000,3854362,False,False, Rejected
2137,3,2203771,5063201,9,516,6103771,3459429,5596228,1811315,False,False, Rejected
2113,1,8233705,31385848,15,477,23426071,1453258,22473928,6888080,False,False, Rejected
3751,1,7453358,22448176,14,469,12372552,9610364,16246641,4515547,False,False, Rejected
1498,2,833660,3031697,12,320,333660,1067320,2067320,1000981,False,False, Rejected
2715,3,7994090,31338702,19,395,13990846,3840324,23800000,7715063,False,False, Rejected
2869,0,6306337,19733087,6,422,15938024,10260575,13414074,5887325,False,False, Rejected
3496,0,1802007,6901003,9,851,890964,408031,3706023,1696988,False,False, Rejected
2777,3,6271058,21538823,10,437,16951295,8200000,15680236,5861176,False,False, Rejected
660,2,8100000,27796535,17,398,1252836,1894326,31666912,10095062,False,False, Rejected
1471,4,600000,1449071,4,358,100000,1100000,2150928,600000,False,False, Rejected
1749,3,1704450,5559248,14,363,3927398,1650347,4868150,1636300,True,False, Rejected
3620,3,2271931,6363749,12,326,5500000,2995908,4976022,2343863,False,False, Rejected
2636,0,6880872,17883052,10,423,5823489,5923489,19191775,7942616,False,False, Rejected
1356,2,4717054,11128423,10,334,6494315,8704005,14835788,4630103,True,True, Rejected
1054,2,458815,1000000,14,469,800000,594079,858815,200000,False,False, Rejected
1368,3,600000,2365113,5,416,65113,390679,2160452,265113,False,False, Rejected
1602,3,1407047,4621141,8,532,1521141,1192952,2721141,2000000,False,False, Rejected
1433,2,7818566,18852442,9,490,15421823,5261238,24532247,10555699,True,False, Rejected
462,0,2306994,6641967,2,359,5896502,193005,5993005,2238470,False,False, Rejected
2174,1,5624859,20789256,10,468,9849156,1337851,13701124,7925983,True,False, Rejected
2201,1,6803698,16615306,8,398,12884438,10523214,23711607,8926913,True,False, Rejected
350,1,9055493,32267825,15,461,4549327,16541816,28550672,10739685,True,True, Rejected
2866,3,2573136,6781876,9,456,4736246,2527506,7363753,2681876,False,True, Rejected
2676,0,9619948,19619948,11,487,21493350,799744,37187723,10906649,True,False, Rejected
3312,2,2481215,6110655,9,453,6177663,4381215,7925887,2684767,True,False, Rejected
2985,2,5825526,18208501,8,368,6453184,1570210,18525526,4129789,False,False, Rejected
466,2,5079085,17726536,18,472,6294902,5073463,16816342,5026011,True,True, Rejected
2287,1,1186022,4730113,6,350,2941931,1658068,3213977,1341931,True,False, Rejected
550,5,5113374,14854320,10,523,5363786,4884259,13613374,5761419,True,False, Rejected
2037,0,4901627,16241952,12,401,4040325,5662929,14320162,3219349,False,False, Rejected
2096,3,2883634,8316365,10,353,8634537,4214559,10850903,2001806,False,True, Rejected
1969,5,200000,349279,9,409,-83573,83573,500000,116426,True,False, Rejected
1985,0,6740404,18244372,6,539,6337085,6882105,20614574,8318542,True,False, Rejected
1107,1,8731716,23338329,6,391,7868723,566519,18434361,9800000,False,False, Rejected
390,1,300000,1047693,10,436,495386,452306,1043080,147693,True,False, Rejected
2892,3,7605286,22956467,18,436,5146455,3081777,28618222,7738245,False,False, Rejected
1928,0,5600000,19091240,17,532,6436839,2885959,19777200,6449119,True,False, Rejected
2425,1,7732843,21643021,4,444,3686043,11313956,18945645,7384890,False,False, Rejected
2344,1,8373360,20251538,10,475,301740,1065060,32741498,6975100,True,True, Rejected
1810,3,7941750,20439134,7,451,14324346,2868259,24209557,5207394,False,False, Rejected
3910,0,9336138,29070722,13,438,18386916,15086916,36503750,8156083,False,True, Rejected
1796,3,6492535,14892535,11,506,1791052,4208947,18414928,6731339,False,False, Rejected
2029,1,4649311,17319173,19,407,339724,6568484,12978070,6758897,False,False, Rejected
2549,2,2900000,7123326,8,376,7927151,2499043,7624282,3848565,False,False, Rejected
3039,1,5695103,16356256,19,438,947007,6900000,13947007,8143743,False,False, Rejected
3985,1,2914229,6151680,3,400,146442,3776778,9621344,2516106,False,False, Rejected
1119,1,1369872,3130127,18,388,210042,1159829,4169872,1759829,False,False, Rejected
3326,3,5607112,20761610,11,485,9584832,2862552,17885774,4852615,False,False, Rejected
1740,0,3463065,9110802,9,380,6208710,863065,9102091,2706618,False,False, Rejected
3868,2,8774822,31043883,16,735,484175,1940291,19412233,4865469,False,False, Rejected
2590,4,6236966,17360594,7,406,7423628,287271,21587271,7638795,False,True, Rejected
3233,1,9818171,19771412,5,316,21516898,2200000,31411689,11233796,False,False, Rejected
3108,0,5687966,19508302,8,532,4293983,6333815,19821781,5836100,False,False, Rejected
2280,0,937229,3313854,10,349,2325541,1139395,3500000,1025541,False,True, Rejected
2471,5,9133490,27900471,13,513,22033962,5760849,32335377,9835377,True,False, Rejected
846,3,2927854,5869636,10,355,8427854,2808908,9918946,3058218,False,False, Rejected
930,0,6017610,22908647,11,449,3676415,2217610,17597012,4673427,False,False, Rejected
1810,2,1613978,4258065,4,516,3775985,2151970,4810036,1400000,True,True, Rejected
3094,4,3253346,11026385,12,579,1020268,779923,7339961,2846653,False,False, Rejected
1106,1,7674275,25851449,5,383,2472671,1200000,19649845,7762060,False,False, Rejected
2423,3,3130877,9426841,12,330,5342280,2600000,7204036,2063420,False,False, Rejected
876,4,5093827,12093827,19,512,13400000,2045502,16587655,5475837,True,False, Rejected
1522,1,4575311,17951867,18,553,1570072,124688,10819450,4000000,True,True, Rejected
1437,4,3524244,13398186,20,514,924848,4524848,8724244,3726661,False,False, Rejected
2013,0,1897578,4902421,18,385,1043946,2379237,5525605,1674394,True,False, Rejected
1349,2,1516766,4483233,17,430,4513412,1210059,5593293,1106706,True,False, Rejected
1423,2,8417209,22610746,11,355,21361297,2641933,21798922,10986022,True,False, Rejected
1015,4,5576245,14595016,8,444,7018770,8061295,20386212,4481229,False,True, Rejected
541,3,9600000,19900000,13,435,4076765,16236970,28450706,6600000,False,False, Rejected
2266,3,2334208,7039457,10,397,2731583,2768416,6231583,1365791,False,False, Rejected
2879,1,4135748,11328502,12,481,7921257,7464251,9957005,5357005,True,False, Rejected
3293,2,3244252,7532758,2,541,3588936,4367241,11211063,4666379,False,True, Rejected
1753,1,7584257,29407871,14,352,9984645,4000775,29522838,7900387,False,True, Rejected
2769,1,7412748,15987251,17,380,16801990,5525497,26392036,4325497,False,False, Rejected
3044,2,2479457,5958914,17,398,2017829,2380813,8598643,3219186,False,False, Rejected
2705,2,1898647,4101352,14,486,4818918,1439188,5440540,1259459,True,False, Rejected
1151,2,7779900,23525041,7,383,20289950,2855024,22100000,10465239,True,True, Rejected
3593,4,5700000,20500000,14,425,3487754,2450203,22124898,4129251,False,False, Rejected
930,4,7222197,18605522,7,454,18455549,12144395,22222143,7405576,True,False, Rejected
3425,2,7983989,31500000,16,497,12148032,8583989,20872094,6316010,False,False, Rejected
1596,1,3807655,8428229,8,462,2545934,6245934,14943540,4745934,False,True, Rejected
338,1,6655158,22010317,18,423,708184,8430605,17236656,6667261,False,False, Rejected
2775,2,1637182,5311548,15,349,220092,2811548,3654272,1620092,False,False, Rejected
1006,3,8471941,26702878,10,395,23194962,7453238,27500719,11243883,False,False, Rejected
1783,1,9441987,19180265,3,337,22054304,2200000,31465430,12308608,False,False, Rejected
2804,0,9791041,25572881,4,343,15472881,18309686,30008473,11654721,False,True, Rejected
859,1,1700000,4481690,18,483,190845,563380,5473239,1872535,False,False, Rejected
1878,4,5966713,15033356,13,389,15708304,2466573,20908304,7816678,False,True, Rejected
3153,2,5540936,17398722,5,510,13680595,5838382,17600851,7078893,True,True, Rejected
2245,2,1768997,4231002,15,467,4715197,1361398,5492401,1207598,True,False, Rejected
3146,3,3089456,6273641,4,369,8589456,4020925,8868531,2815814,False,False, Rejected
3677,4,5984021,18561340,14,441,1384664,5592010,16731956,6300643,False,False, Rejected
1800,1,7331016,20831016,10,377,20982687,8824064,19789705,4851737,False,False, Rejected
2374,3,9098822,27834100,11,458,17396466,12844700,29084689,5851766,False,False, Rejected
2309,3,4055418,13028017,19,464,9605727,655418,12649691,5243964,False,False, Rejected
47,0,1905433,7401811,6,469,1907244,1216299,5896377,1898188,True,False, Rejected
3253,3,8827876,26918672,16,465,9189513,9645265,30695398,12179026,False,True, Rejected
2621,3,5688246,15756127,12,471,9750660,10733940,14654305,7115398,False,False, Rejected
2137,4,800000,2143486,6,413,786973,386973,2856513,1113026,False,False, Rejected
3428,2,7648325,21341627,7,484,11444976,3167368,19360669,10739330,False,True, Rejected
867,1,3907750,7854250,13,346,11200000,538750,11993751,3638750,True,True, Rejected
3664,1,2987828,6600000,11,386,8658552,2317104,7136514,2931581,False,False, Rejected
3156,4,3215253,11864414,13,653,220331,1008476,7454238,2884746,False,False, Rejected
3135,0,3288144,10711855,18,401,8172886,4211855,7176288,2227113,True,True, Rejected
1852,2,3303357,10735970,16,448,8378656,3410072,7482014,2060671,False,True, Rejected
2778,3,6427239,14769652,11,440,13427239,8615542,24075869,3587934,False,False, Rejected
3249,1,3558133,7289911,7,475,3205422,1731777,13553467,3762799,False,False, Rejected
1024,4,2986873,8072196,6,339,3226253,406563,8173746,2291886,False,False, Rejected
408,2,3962784,10525568,9,323,1514886,5166988,7992556,4877670,False,True, Rejected
839,1,7158992,24102397,9,521,17513908,11095923,21041007,6909832,False,True, Rejected
1952,3,2311323,6879266,10,411,2777352,2722647,6277352,1388676,False,False, Rejected
3173,3,3095452,8213642,17,409,2892420,3806063,10793936,3098484,True,True, Rejected
861,0,1967779,6983889,6,696,144991,1071118,4203338,1448330,False,False, Rejected
714,4,1700000,4324932,4,512,112466,249865,6100269,1637398,False,False, Rejected
362,4,7110821,23920841,6,345,2149599,12018737,27682063,9676252,True,True, Rejected
2978,1,5773979,18925259,16,522,10743875,965051,12508165,6882145,True,False, Rejected
3643,3,2503767,8148116,11,476,7059419,1900000,6270721,2103767,True,False, Rejected
2129,3,8241678,18477382,13,409,18400000,11700000,20790469,8546040,True,False, Rejected
3016,2,2700498,7280797,4,400,1238902,939401,9860598,2020199,False,False, Rejected
498,2,6716428,15750714,4,447,10467143,7665713,14094523,9160237,False,True, Rejected
926,3,3765921,14427368,13,448,9567039,5601118,7900000,4633519,False,False, Rejected
2608,4,5974578,15718287,10,438,10077431,11409727,14659143,6763424,False,False, Rejected
1453,1,8994441,22812043,10,412,13896,15592588,31993051,4711580,False,False, Rejected
2498,1,7833051,21666600,4,451,3733200,11266799,18833648,7266998,False,False, Rejected
3022,2,6001831,18543479,7,382,6682380,1640732,18701831,4059267,False,False, Rejected
2485,3,4638781,12037395,12,499,3868697,7785041,14847646,4325208,False,False, Rejected
2102,0,8011841,26347725,18,358,5848086,5359566,23764115,5711841,True,False, Rejected
2840,3,9046345,26438038,13,484,9342442,10235134,30345846,12484884,False,True, Rejected
920,2,6351039,20151039,11,427,3369390,10032687,22387742,5057132,False,False, Rejected
1973,5,9368750,19173750,5,527,12922502,1316250,20291253,6227502,False,False, Rejected
1411,3,8142661,23373891,10,436,20471330,2764334,22100000,9588567,True,True, Rejected
1265,1,2444920,5667381,13,399,3655079,891986,7222460,3400000,False,False, Rejected
439,1,4416707,10209512,8,365,9319024,5647560,15623903,3116707,False,False, Rejected
1734,5,6043657,23077428,16,318,652142,869028,22743657,4673228,False,False, Rejected
2358,4,2946941,10688193,14,477,800000,2935277,9770554,2576386,False,False, Rejected
